Symbol,ISIN,Company
PHILIPCARB,INE602A01023,Phillips Carbon Black Limited
PIDILITIND,INE318A01026,Pidilite Industries Limited
RAJSREESUG,INE562B01019,Rajshree Sugars & Chemicals Limited
RAMGOPOLY,INE410D01017,Ramgopal Polytex Limited
EVERESTIND,INE295A01018,Everest Industries Limited
BAJAJHLDNG,INE118A01012,Bajaj Holdings & Investment Limited
HEIDELBERG,INE578A01017,HeidelbergCement India Limited
ROLTA,INE293A01013,Rolta India Limited
ESCORTS,INE042A01014,Escorts Limited
SBIN,INE062A01020,State Bank of India
SHREYAS,INE757B01015,Shreyas Shipping & Logistics Limited
CGPOWER,INE067A01029,CG Power and Industrial Solutions Limited
JAYSREETEA,INE364A01020,Jayshree Tea & Industries Limited
RSWM,INE611A01016,RSWM Limited
FINCABLES,INE235A01022,Finolex Cables Limited
SALORAINTL,INE924A01013,Salora International Limited
MAHSCOOTER,INE288A01013,Maharashtra Scooters Limited
MARALOVER,INE882A01013,Maral Overseas Limited
MOTOGENFIN,INE861B01015,The Motor & General Finance Limited
NAVNETEDUL,INE060A01024,Navneet Education Limited
AARTIIND,INE769A01020,Aarti Industries Limited
ABB,INE117A01022,ABB India Limited
AMJLAND,INE606A01024,Amj Land Holdings Limited
ARVIND,INE034A01011,Arvind Limited
PEL,INE140A01024,Piramal Enterprises Limited
PENINLAND,INE138A01028,Peninsula Land Limited
EIHOTEL,INE230A01023,EIH Limited
FEDERALBNK,INE171A01029,The Federal Bank  Limited
FINPIPE,INE183A01016,Finolex Industries Limited
FMGOETZE,INE529A01010,Federal-Mogul Goetze (India) Limited.
GIPCL,INE162A01010,Gujarat Industries Power Company Limited
GOLDENTOBC,INE973A01010,Golden Tobacco Limited
HARRMALAYA,INE544A01019,Harrisons  Malayalam Limited
HIMATSEIDE,INE049A01027,Himatsingka Seide Limited
HINDSYNTEX,INE155B01012,Hind Syntex Limited
INFY,INE009A01021,Infosys Limited
BALRAMCHIN,INE119A01028,Balrampur Chini Mills Limited
BLUEBLENDS,INE113O01014,Blue Blends (I) Limited
VINDHYATEL,INE707A01012,Vindhya Telelinks Limited
WILLAMAGOR,INE210A01017,Williamson Magor & Company Limited
RELINFRA,INE036A01016,Reliance Infrastructure Limited
SUNPHARMA,INE044A01036,Sun Pharmaceutical Industries Limited
IPCALAB,INE571A01020,IPCA Laboratories Limited
LYKALABS,INE933A01014,Lyka Labs Limited
KSB,INE999A01015,Ksb Limited
KANORICHEM,INE138C01024,Kanoria Chemicals & Industries Limited
CESC,INE486A01013,CESC Limited
CIPLA,INE059A01026,Cipla Limited
